メッシュコード,latitude,longitude,都道府県,市区町村,測定日時,radiation
5540_6400_56,37.171516,140.508210,福島県,石川郡石川町,2016-08-31 14:47,9.7E-02
5540_5482_10,37.151447,140.525920,福島県,石川郡石川町,2016-08-31 14:48,1.2E-01
5640_3699_95,37.666050,140.869610,福島県,南相馬市,2016-08-31 14:50,9.1E-01
5540_7686_07,37.317375,140.834530,福島県,双葉郡川内村,2016-08-31 14:50,1.3E-01
5540_7638_92,37.283210,140.852690,福島県,双葉郡川内村,2016-08-31 14:51,2.2E-01
5640_7513_35,37.927715,140.669650,宮城県,伊具郡丸森町,2016-08-31 14:54,1.6E-01
5640_4609_63,37.672090,140.866350,福島県,南相馬市,2016-08-31 14:56,6.0E-01
5540_6410_11,37.175903,140.501430,福島県,石川郡石川町,2016-08-31 14:56,9.4E-02
5640_6591_96,37.916630,140.645900,宮城県,伊具郡丸森町,2016-08-31 14:57,1.4E-01
5540_7687_23,37.318720,140.841340,福島県,双葉郡川内村,2016-08-31 14:58,1.3E-01
5640_4618_46,37.678530,140.858230,福島県,南相馬市,2016-08-31 15:03,6.1E-01
5540_6319_18,37.176666,140.498000,福島県,石川郡石川町,2016-08-31 15:05,8.2E-02
5640_4628_10,37.684364,140.851200,福島県,南相馬市,2016-08-31 15:08,3.0E-01
5640_7503_66,37.922460,140.670520,宮城県,伊具郡丸森町,2016-08-31 15:11,2.0E-01
5540_6309_72,37.172820,140.490890,福島県,石川郡石川町,2016-08-31 15:12,9.2E-02
5640_4627_46,37.686770,140.846000,福島県,南相馬市,2016-08-31 15:15,1.0E+00
5640_7514_13,37.926647,140.679630,宮城県,伊具郡丸森町,2016-08-31 15:24,1.8E-01
5640_4453_12,37.709362,140.540310,福島県,福島市,2016-08-31 15:33,2.8E-01
5640_7524_41,37.936806,140.676450,宮城県,伊具郡丸森町,2016-08-31 15:34,2.1E-01
5640_2645_51,37.538147,140.813920,福島県,双葉郡浪江町,2016-08-31 15:36,4.0E+00
5640_2659_00,37.541900,140.862840,福島県,双葉郡浪江町,2016-08-31 15:37,7.9E+00
5640_2658_09,37.541836,140.861650,福島県,双葉郡浪江町,2016-08-31 15:37,5.6E+00
5640_2657_24,37.543740,140.843630,福島県,双葉郡浪江町,2016-08-31 15:38,8.2E+00
5640_2667_31,37.552654,140.839260,福島県,双葉郡浪江町,2016-08-31 15:39,1.1E+01
5640_2666_46,37.553684,140.833720,福島県,双葉郡浪江町,2016-08-31 15:40,8.2E+00
5640_2770_61,37.563870,140.877270,福島県,南相馬市,2016-08-31 15:40,2.5E+00
5640_2676_31,37.561010,140.827130,福島県,双葉郡浪江町,2016-08-31 15:41,1.1E+01
5640_2675_29,37.560482,140.823880,福島県,双葉郡浪江町,2016-08-31 15:41,9.2E+00
5640_2780_84,37.573340,140.880400,福島県,南相馬市,2016-08-31 15:42,2.1E+00
5640_2683_28,37.568832,140.798660,福島県,双葉郡浪江町,2016-08-31 15:43,4.8E+00
5540_6308_28,37.168620,140.485100,福島県,石川郡石川町,2016-08-31 15:44,1.1E-01
5540_5490_72,37.164540,140.503050,福島県,石川郡石川町,2016-08-31 15:45,1.0E-01
5540_5399_85,37.165344,140.493990,福島県,石川郡石川町,2016-08-31 15:45,9.2E-02
5640_7534_55,37.945934,140.681780,宮城県,伊具郡丸森町,2016-08-31 15:49,1.4E-01
5640_4443_71,37.706350,140.539980,福島県,福島市,2016-08-31 15:50,2.6E-01
5540_5398_51,37.162945,140.477250,福島県,石川郡石川町,2016-08-31 15:54,1.2E-01
5640_7533_77,37.947666,140.671330,宮城県,伊具郡丸森町,2016-08-31 16:04,1.9E-01
5640_2464_54,37.554490,140.555880,福島県,二本松市,2016-08-31 16:07,1.4E-01
5640_2473_45,37.562190,140.544420,福島県,二本松市,2016-08-31 16:08,3.9E-01
5640_7515_22,37.926700,140.691010,宮城県,伊具郡丸森町,2016-08-31 16:21,1.3E-01
5540_6329_24,37.185200,140.492950,福島県,石川郡石川町,2016-08-31 16:40,1.0E-01
5640_7504_33,37.919716,140.678940,宮城県,伊具郡丸森町,2016-08-31 16:43,1.9E-01
5540_5480_18,37.151295,140.510590,福島県,石川郡石川町,2016-08-31 16:44,9.2E-02
5540_5480_20,37.151714,140.500080,福島県,石川郡石川町,2016-08-31 16:45,9.0E-02
5540_5388_79,37.155850,140.487170,福島県,石川郡石川町,2016-08-31 16:45,7.3E-02
5540_5470_99,37.149284,140.512150,福島県,石川郡石川町,2016-08-31 16:46,7.0E-02
5540_5378_61,37.146973,140.477190,福島県,石川郡石川町,2016-08-31 16:47,8.5E-02
5540_5460_99,37.141136,140.512450,福島県,石川郡石川町,2016-08-31 16:47,1.0E-01
5540_5461_42,37.136700,140.515960,福島県,石川郡石川町,2016-08-31 16:48,1.0E-01
5640_6593_57,37.913200,140.671700,宮城県,伊具郡丸森町,2016-08-31 17:03,1.9E-01
5640_1236_55,37.446022,140.331590,福島県,郡山市,2016-09-01 08:53,4.2E-01
5740_0553_05,38.042330,140.669270,宮城県,刈田郡蔵王町,2016-09-01 08:56,7.3E-02
5540_4375_57,37.062560,140.447400,福島県,東白川郡鮫川村,2016-09-01 08:56,1.2E-01
5540_3355_12,36.959750,140.441060,福島県,東白川郡塙町,2016-09-01 08:56,8.2E-02
5640_1226_93,37.441338,140.329800,福島県,郡山市,2016-09-01 08:58,1.8E-01
5540_4385_15,37.067627,140.443970,福島県,東白川郡鮫川村,2016-09-01 08:58,1.1E-01
5540_4376_43,37.062366,140.453870,福島県,東白川郡鮫川村,2016-09-01 09:02,9.5E-02
5540_3345_72,36.956295,140.440120,福島県,東白川郡塙町,2016-09-01 09:02,1.1E-01
5640_2539_37,37.528160,140.746380,福島県,双葉郡葛尾村,2016-09-01 09:03,3.5E-01
5640_4469_52,37.720894,140.615340,福島県,伊達市,2016-09-01 09:04,4.1E-01
5640_2601_31,37.503260,140.763920,福島県,双葉郡葛尾村,2016-09-01 09:04,3.5E-01
5640_2610_85,37.515156,140.757300,福島県,双葉郡葛尾村,2016-09-01 09:04,3.5E-01
5740_0554_72,38.047543,140.678420,宮城県,刈田郡蔵王町,2016-09-01 09:05,7.9E-02
5640_2529_83,37.523770,140.742420,福島県,双葉郡葛尾村,2016-09-01 09:05,1.6E-01
5540_7328_81,37.273950,140.476800,福島県,須賀川市,2016-09-01 09:05,8.1E-02
5640_1225_36,37.436047,140.320390,福島県,郡山市,2016-09-01 09:06,1.2E-01
5540_7327_23,37.269066,140.467150,福島県,須賀川市,2016-09-01 09:06,1.3E-01
5740_0564_17,38.051098,140.684750,宮城県,柴田郡大河原町,2016-09-01 09:10,6.2E-02
5540_7337_46,37.278805,140.470260,福島県,須賀川市,2016-09-01 09:11,1.1E-01
5640_2538_61,37.530490,140.726640,福島県,双葉郡葛尾村,2016-09-01 09:12,1.5E-01
5540_3334_86,36.948357,140.433720,福島県,東白川郡塙町,2016-09-01 09:13,8.2E-02
5540_4377_67,37.063847,140.471700,福島県,東白川郡鮫川村,2016-09-01 09:14,1.3E-01
5740_0565_74,38.055970,140.693180,宮城県,柴田郡大河原町,2016-09-01 09:18,5.9E-02
5640_2547_08,37.534138,140.723180,福島県,双葉郡葛尾村,2016-09-01 09:19,2.6E-01
5540_4387_76,37.072582,140.470610,福島県,東白川郡鮫川村,2016-09-01 09:19,1.2E-01
5640_7525_72,37.939995,140.690430,宮城県,伊具郡丸森町,2016-09-01 09:20,1.1E-01
5640_1224_77,37.439220,140.309740,福島県,郡山市,2016-09-01 09:22,2.4E-01
5740_0565_91,38.057940,140.689350,宮城県,柴田郡大河原町,2016-09-01 09:23,8.6E-02
5640_2537_91,37.532820,140.714000,福島県,双葉郡葛尾村,2016-09-01 09:23,2.3E-01
5540_7348_46,37.287280,140.483490,福島県,須賀川市,2016-09-01 09:24,1.2E-01
5540_7338_87,37.282104,140.484220,福島県,須賀川市,2016-09-01 09:24,1.3E-01
5640_2427_73,37.522873,140.592180,福島県,二本松市,2016-09-01 09:25,1.9E-01
5640_2536_93,37.533170,140.704620,福島県,双葉郡葛尾村,2016-09-01 09:26,3.1E-01
5540_4386_78,37.072770,140.460660,福島県,東白川郡鮫川村,2016-09-01 09:26,1.2E-01
5740_0574_18,38.059890,140.685650,宮城県,柴田郡大河原町,2016-09-01 09:28,8.1E-02
5540_7339_82,37.281860,140.490050,福島県,須賀川市,2016-09-01 09:28,1.2E-01
5540_3335_46,36.945053,140.445310,福島県,東白川郡塙町,2016-09-01 09:29,6.0E-02
5640_2545_19,37.534916,140.698840,福島県,双葉郡葛尾村,2016-09-01 09:30,4.0E-01
5540_4396_04,37.075638,140.455750,福島県,東白川郡鮫川村,2016-09-01 09:32,1.1E-01
5640_2546_41,37.537415,140.701640,福島県,双葉郡葛尾村,2016-09-01 09:33,4.7E-01
5641_4010_39,37.677807,141.012340,福島県,南相馬市,2016-09-01 09:34,6.5E-02
5540_5343_81,37.123913,140.414100,福島県,石川郡石川町,2016-09-01 09:34,8.7E-02
5540_5342_55,37.121380,140.407170,福島県,石川郡石川町,2016-09-01 09:34,9.0E-02
5640_4457_70,37.714440,140.588200,福島県,伊達市,2016-09-01 09:35,2.1E-01
5540_3325_93,36.941060,140.441450,福島県,東白川郡塙町,2016-09-01 09:35,9.2E-02
5540_5350_80,37.131985,140.375460,福島県,石川郡石川町,2016-09-01 09:35,1.1E-01
5640_4456_78,37.714928,140.586200,福島県,伊達市,2016-09-01 09:36,3.2E-01
5540_7430_52,37.279920,140.503170,福島県,須賀川市,2016-09-01 09:36,1.5E-01
5640_2426_25,37.518380,140.582120,福島県,二本松市,2016-09-01 09:37,1.7E-01
5740_0585_17,38.068200,140.696990,宮城県,柴田郡大河原町,2016-09-01 09:39,7.0E-02
5540_7329_68,37.272484,140.498100,福島県,須賀川市,2016-09-01 09:42,1.3E-01
5540_3315_77,36.931360,140.447280,福島県,東白川郡塙町,2016-09-01 09:42,1.0E-01
5640_4466_04,37.717080,140.581050,福島県,伊達市,2016-09-01 09:43,4.4E-01
5641_4011_20,37.677320,141.012990,福島県,南相馬市,2016-09-01 09:44,9.7E-02
5640_2416_33,37.511173,140.579180,福島県,二本松市,2016-09-01 09:44,2.4E-01
5540_4388_36,37.069313,140.483150,福島県,東白川郡鮫川村,2016-09-01 09:44,1.0E-01
5640_7536_54,37.946133,140.706070,宮城県,伊具郡丸森町,2016-09-01 09:45,1.4E-01
5640_1235_41,37.445830,140.313830,福島県,郡山市,2016-09-01 09:46,7.4E-02
5640_2620_90,37.524815,140.751130,福島県,双葉郡葛尾村,2016-09-01 09:47,2.4E-01
5540_7410_91,37.266113,140.501860,福島県,須賀川市,2016-09-01 09:50,1.3E-01
5740_0586_62,38.071790,140.703200,宮城県,柴田郡大河原町,2016-09-01 09:51,7.0E-02
5540_4378_76,37.064358,140.483570,福島県,東白川郡鮫川村,2016-09-01 09:51,1.0E-01
5640_2415_75,37.514280,140.569230,福島県,二本松市,2016-09-01 09:52,1.2E-01
5640_1244_02,37.450300,140.303070,福島県,郡山市,2016-09-01 09:53,1.1E-01
5540_3316_38,36.927890,140.461010,福島県,東白川郡塙町,2016-09-01 09:54,8.4E-02
5640_4465_17,37.718052,140.572050,福島県,伊達市,2016-09-01 09:55,3.8E-01
5640_2630_76,37.531048,140.758580,福島県,双葉郡葛尾村,2016-09-01 09:55,4.3E-01
5540_7319_08,37.259070,140.498700,福島県,須賀川市,2016-09-01 09:55,1.4E-01
5740_0576_77,38.064358,140.709580,宮城県,柴田郡大河原町,2016-09-01 09:58,6.4E-02
5640_2621_97,37.524525,140.772030,福島県,双葉郡葛尾村,2016-09-01 09:59,5.0E-01
5540_5351_45,37.128674,140.394680,福島県,石川郡石川町,2016-09-01 09:59,7.7E-02
5540_3317_22,36.926743,140.465990,福島県,東白川郡塙町,2016-09-01 10:00,1.2E-01
5640_7526_35,37.935850,140.707240,宮城県,伊具郡丸森町,2016-09-01 10:01,1.4E-01
5640_1233_67,37.447285,140.296740,福島県,郡山市,2016-09-01 10:01,2.9E-01
5540_7309_37,37.252770,140.496890,福島県,須賀川市,2016-09-01 10:01,1.3E-01
5640_2425_63,37.522020,140.567430,福島県,二本松市,2016-09-01 10:02,4.2E-01
5640_2631_26,37.527252,140.770250,福島県,双葉郡葛尾村,2016-09-01 10:02,4.8E-01
5740_0577_26,38.060387,140.720410,宮城県,柴田郡大河原町,2016-09-01 10:05,7.3E-02
5540_3307_66,36.921780,140.470060,福島県,東白川郡塙町,2016-09-01 10:06,1.1E-01
5540_4389_34,37.069637,140.493060,福島県,東白川郡鮫川村,2016-09-01 10:07,1.1E-01
5540_6399_12,37.242992,140.490860,福島県,石川郡玉川村,2016-09-01 10:08,1.3E-01
5640_1243_56,37.454550,140.295350,福島県,郡山市,2016-09-01 10:10,1.1E-01
5740_0567_44,38.053394,140.718380,宮城県,柴田郡大河原町,2016-09-01 10:11,8.4E-02
5640_4477_59,37.729855,140.599550,福島県,伊達市,2016-09-01 10:12,3.5E-01
5641_4001_70,37.673280,141.013230,福島県,南相馬市,2016-09-01 10:13,9.1E-02
5540_4398_18,37.076470,140.485200,福島県,東白川郡鮫川村,2016-09-01 10:14,1.3E-01
5640_2622_62,37.522370,140.777620,福島県,双葉郡葛尾村,2016-09-01 10:15,3.3E-01
5640_2435_20,37.526737,140.563520,福島県,二本松市,2016-09-01 10:16,9.6E-02
5640_2642_54,37.537876,140.780230,福島県,双葉郡葛尾村,2016-09-01 10:16,1.0E+00
5640_7517_98,37.932552,140.723180,宮城県,伊具郡丸森町,2016-09-01 10:17,1.6E-01
5640_7527_12,37.934727,140.715620,宮城県,伊具郡丸森町,2016-09-01 10:17,1.1E-01
5740_0566_56,38.054916,140.708660,宮城県,柴田郡大河原町,2016-09-01 10:18,9.5E-02
5540_3308_10,36.918274,140.475040,福島県,東白川郡塙町,2016-09-01 10:18,1.0E-01
5641_4000_11,37.667576,141.001740,福島県,南相馬市,2016-09-01 10:20,9.9E-02
5640_1254_18,37.459340,140.311040,福島県,郡山市,2016-09-01 10:20,1.5E-01
5540_4399_27,37.076940,140.496660,福島県,東白川郡鮫川村,2016-09-01 10:20,9.0E-02
5640_7518_75,37.931618,140.731600,宮城県,伊具郡丸森町,2016-09-01 10:24,1.3E-01
5640_2434_57,37.529823,140.559130,福島県,二本松市,2016-09-01 10:24,2.5E-01
5640_2633_58,37.529953,140.798020,福島県,双葉郡葛尾村,2016-09-01 10:26,3.1E+00
5540_4490_02,37.075356,140.503070,福島県,東白川郡鮫川村,2016-09-01 10:26,9.5E-02
5740_0555_86,38.048700,140.695390,宮城県,柴田郡大河原町,2016-09-01 10:28,8.4E-02
5540_7317_26,37.260185,140.470840,福島県,須賀川市,2016-09-01 10:28,1.4E-01
5540_5352_14,37.126266,140.406020,福島県,石川郡石川町,2016-09-01 10:28,7.7E-02
5540_5360_02,37.134148,140.378140,福島県,石川郡石川町,2016-09-01 10:29,1.2E-01
5540_5353_23,37.126900,140.417330,福島県,石川郡石川町,2016-09-01 10:29,1.0E-01
5640_1245_54,37.454456,140.317540,福島県,郡山市,2016-09-01 10:30,9.7E-02
5640_2634_04,37.525710,140.805980,福島県,双葉郡葛尾村,2016-09-01 10:31,2.6E+00
5641_3091_52,37.662712,141.015300,福島県,南相馬市,2016-09-01 10:33,8.7E-02
5641_3090_76,37.664597,141.007750,福島県,南相馬市,2016-09-01 10:34,1.0E-01
5640_2624_87,37.523663,140.809300,福島県,双葉郡葛尾村,2016-09-01 10:34,1.8E+00
5540_4480_87,37.073986,140.509060,福島県,東白川郡鮫川村,2016-09-01 10:34,1.1E-01
5640_4458_82,37.715782,140.603450,福島県,伊達市,2016-09-01 10:35,1.4E-01
5640_1246_77,37.456352,140.334270,福島県,郡山市,2016-09-01 10:38,9.5E-02
5640_2625_51,37.521156,140.814360,福島県,双葉郡葛尾村,2016-09-01 10:39,2.9E+00
5740_0556_12,38.042590,140.703690,宮城県,柴田郡大河原町,2016-09-01 10:43,8.4E-02
5540_7318_13,37.259500,140.478800,福島県,須賀川市,2016-09-01 10:45,1.4E-01
5540_7307_00,37.250750,140.463610,福島県,須賀川市,2016-09-01 10:45,1.2E-01
5540_7306_68,37.255110,140.460570,福島県,須賀川市,2016-09-01 10:45,1.0E-01
5640_4487_05,37.733795,140.594000,福島県,伊達市,2016-09-01 10:47,4.4E-01
5641_3081_62,37.655174,141.015410,福島県,南相馬市,2016-09-01 10:47,1.4E-01
5740_0546_90,38.041040,140.700680,宮城県,柴田郡大河原町,2016-09-01 10:48,6.4E-02
5640_2413_12,37.509570,140.540480,福島県,二本松市,2016-09-01 10:49,2.3E-01
5640_1256_41,37.462383,140.326890,福島県,郡山市,2016-09-01 10:49,1.4E-01
5640_2414_63,37.514072,140.554370,福島県,二本松市,2016-09-01 10:50,3.4E-01
5640_2424_19,37.517990,140.561400,福島県,二本松市,2016-09-01 10:50,1.4E-01
5540_6397_72,37.247646,140.465480,福島県,須賀川市,2016-09-01 10:51,1.3E-01
5740_0545_69,38.038612,140.699810,宮城県,柴田郡大河原町,2016-09-01 10:55,8.4E-02
5540_5363_17,37.134663,140.422210,福島県,石川郡石川町,2016-09-01 10:55,1.1E-01
5640_1255_98,37.465960,140.323180,福島県,郡山市,2016-09-01 10:56,1.3E-01
5540_7508_77,37.256290,140.734760,福島県,いわき市,2016-09-01 10:56,1.9E-01
5540_5375_32,37.144566,140.441210,福島県,石川郡石川町,2016-09-01 10:56,1.1E-01
5540_5364_35,37.136370,140.431880,福島県,石川郡石川町,2016-09-01 10:56,1.3E-01
5640_7528_97,37.941475,140.733950,宮城県,伊具郡丸森町,2016-09-01 10:57,1.3E-01
5640_7538_05,37.941720,140.732270,宮城県,伊具郡丸森町,2016-09-01 10:57,1.4E-01
5540_5374_29,37.144085,140.437000,福島県,石川郡石川町,2016-09-01 10:57,1.2E-01
5640_4488_06,37.734055,140.608400,福島県,伊達市,2016-09-01 10:58,1.9E-01
5640_7519_26,37.927470,140.745160,宮城県,伊具郡丸森町,2016-09-01 10:59,2.0E-01
5641_3071_33,37.644450,141.017040,福島県,南相馬市,2016-09-01 10:59,7.5E-02
5640_2433_43,37.529080,140.542220,福島県,二本松市,2016-09-01 11:00,2.5E-01
5540_7601_92,37.258286,140.765140,福島県,いわき市,2016-09-01 11:00,2.9E-01
5540_7623_92,37.274178,140.791210,福島県,双葉郡川内村,2016-09-01 11:01,5.7E-01
5640_1265_35,37.469246,140.319980,福島県,郡山市,2016-09-01 11:02,2.0E-01
5540_6690_89,37.249138,140.761660,福島県,いわき市,2016-09-01 11:02,2.9E-01
5740_0544_67,38.038433,140.684590,宮城県,刈田郡蔵王町,2016-09-01 11:03,8.1E-02
5540_7305_26,37.251816,140.445420,福島県,須賀川市,2016-09-01 11:03,9.7E-02
5641_3080_17,37.650875,141.009660,福島県,南相馬市,2016-09-01 11:05,1.6E-01
5640_4479_90,37.732690,140.612720,福島県,伊達市,2016-09-01 11:06,2.0E-01
5640_2432_09,37.525764,140.537110,福島県,二本松市,2016-09-01 11:09,3.0E-01
5640_1266_32,37.469530,140.328370,福島県,郡山市,2016-09-01 11:09,1.5E-01
5540_3319_01,36.925335,140.488940,福島県,東白川郡塙町,2016-09-01 11:09,8.6E-02
5540_3309_81,36.923620,140.488920,福島県,東白川郡塙町,2016-09-01 11:09,8.2E-02
5540_6395_08,37.241710,140.447940,福島県,須賀川市,2016-09-01 11:10,1.2E-01
5540_3318_87,36.931686,140.483840,福島県,東白川郡塙町,2016-09-01 11:11,1.0E-01
5540_4463_51,37.054794,140.539440,福島県,東白川郡鮫川村,2016-09-01 11:12,1.5E-01
5641_3070_53,37.646313,141.003900,福島県,南相馬市,2016-09-01 11:13,1.4E-01
5640_7509_98,37.924790,140.747730,宮城県,伊具郡丸森町,2016-09-01 11:14,2.1E-01
5540_6599_20,37.243840,140.738360,福島県,いわき市,2016-09-01 11:14,1.8E-01
5540_3329_25,36.935562,140.494600,福島県,東白川郡塙町,2016-09-01 11:14,1.2E-01
5540_7509_88,37.257473,140.747590,福島県,いわき市,2016-09-01 11:15,3.1E-01
5540_3328_66,36.938625,140.483230,福島県,東白川郡塙町,2016-09-01 11:15,1.9E-01
5640_2422_16,37.517696,140.532530,福島県,二本松市,2016-09-01 11:16,3.5E-01
5540_7632_62,37.280290,140.777970,福島県,いわき市,2016-09-01 11:16,4.7E-01
5540_6396_23,37.243687,140.454600,福島県,須賀川市,2016-09-01 11:17,1.1E-01
5540_7631_16,37.276196,140.771040,福島県,いわき市,2016-09-01 11:17,3.9E-01
5540_7622_95,37.274290,140.781660,福島県,いわき市,2016-09-01 11:18,4.9E-01
5540_7611_81,37.265640,140.764900,福島県,いわき市,2016-09-01 11:19,2.6E-01
5640_3779_81,37.648510,140.989170,福島県,南相馬市,2016-09-01 11:20,2.1E-01
5540_7610_22,37.260270,140.753270,福島県,いわき市,2016-09-01 11:20,3.9E-01
5540_5385_77,37.156036,140.446880,福島県,石川郡石川町,2016-09-01 11:20,1.0E-01
5540_5384_66,37.155350,140.433290,福島県,石川郡石川町,2016-09-01 11:20,9.0E-02
5640_1267_44,37.470505,140.343690,福島県,郡山市,2016-09-01 11:21,2.9E-01
5540_6305_01,37.166824,140.439590,福島県,石川郡石川町,2016-09-01 11:21,1.3E-01
5540_6304_07,37.167160,140.434810,福島県,石川郡石川町,2016-09-01 11:21,9.2E-02
5540_7603_81,37.257294,140.789230,福島県,いわき市,2016-09-01 11:22,4.5E-01
5540_7602_84,37.257202,140.780610,福島県,いわき市,2016-09-01 11:23,1.9E-01
5740_0536_88,38.032210,140.710460,宮城県,柴田郡大河原町,2016-09-01 11:24,7.3E-02
5640_3788_19,37.651253,140.987210,福島県,南相馬市,2016-09-01 11:25,8.1E-02
5640_2401_48,37.503513,140.522500,福島県,二本松市,2016-09-01 11:26,3.3E-01
5540_6385_69,37.238480,140.449430,福島県,須賀川市,2016-09-01 11:27,1.2E-01
5540_4464_00,37.050180,140.550610,福島県,東白川郡鮫川村,2016-09-01 11:28,1.7E-01
5740_0547_36,38.036160,140.720490,宮城県,柴田郡大河原町,2016-09-01 11:31,9.5E-02
5640_4489_25,37.735600,140.618770,福島県,伊達市,2016-09-01 11:31,1.8E-01
5640_3789_10,37.651485,140.988420,福島県,南相馬市,2016-09-01 11:33,6.3E-02
5540_4454_72,37.047710,140.552550,福島県,東白川郡鮫川村,2016-09-01 11:34,1.5E-01
5640_2412_10,37.509940,140.525620,福島県,二本松市,2016-09-01 11:35,3.4E-01
5540_6597_27,37.243767,140.722180,福島県,いわき市,2016-09-01 11:36,1.0E-01
5540_6386_25,37.235645,140.456470,福島県,須賀川市,2016-09-01 11:37,1.1E-01
5740_0537_96,38.033318,140.720980,宮城県,柴田郡大河原町,2016-09-01 11:40,6.8E-02
5640_1268_36,37.469547,140.358720,福島県,郡山市,2016-09-01 11:40,2.4E-01
5640_4570_97,37.733112,140.634050,福島県,伊達市,2016-09-01 11:42,2.7E-01
5640_2411_79,37.514366,140.524540,福島県,二本松市,2016-09-01 11:42,1.4E-01
5640_3799_63,37.663403,140.992430,福島県,南相馬市,2016-09-01 11:45,1.4E-01
5540_6598_70,37.248040,140.725480,福島県,いわき市,2016-09-01 11:45,1.2E-01
5540_4462_33,37.052704,140.529420,福島県,東白川郡鮫川村,2016-09-01 11:45,1.5E-01
5640_7507_87,37.923416,140.721250,宮城県,伊具郡丸森町,2016-09-01 11:46,2.1E-01
5640_7508_91,37.924680,140.727400,宮城県,伊具郡丸森町,2016-09-01 11:47,1.7E-01
5640_1258_53,37.462948,140.354350,福島県,郡山市,2016-09-01 11:49,3.1E-01
5640_4580_27,37.735252,140.634250,福島県,伊達市,2016-09-01 11:50,1.5E-01
5640_2421_74,37.522710,140.517650,福島県,二本松市,2016-09-01 11:51,6.3E-01
5640_1694_77,37.497772,140.809650,福島県,双葉郡葛尾村,2016-09-01 11:52,2.1E-01
5540_4451_62,37.047210,140.516220,福島県,東白川郡鮫川村,2016-09-01 11:52,1.3E-01
5640_4709_04,37.666985,140.992630,福島県,南相馬市,2016-09-01 11:54,1.6E-01
5640_2431_33,37.527855,140.516340,福島県,二本松市,2016-09-01 11:56,3.0E-01
5640_2605_82,37.506813,140.815190,福島県,双葉郡葛尾村,2016-09-01 11:57,4.7E-01
5640_1258_10,37.459780,140.350270,福島県,郡山市,2016-09-01 11:58,3.0E-01
5640_2604_21,37.502335,140.802050,福島県,双葉郡葛尾村,2016-09-01 11:58,3.2E-01
5640_2603_82,37.506886,140.790730,福島県,双葉郡葛尾村,2016-09-01 11:58,1.6E-01
5640_2615_82,37.515373,140.815830,福島県,双葉郡葛尾村,2016-09-01 11:58,2.1E+00
5540_7611_71,37.264430,140.764620,福島県,いわき市,2016-09-01 11:58,2.6E-01
5640_2613_49,37.511757,140.799200,福島県,双葉郡葛尾村,2016-09-01 11:59,5.3E-01
5640_2613_12,37.509182,140.790910,福島県,双葉郡葛尾村,2016-09-01 11:59,2.4E-01
5640_2611_69,37.514034,140.774690,福島県,双葉郡葛尾村,2016-09-01 12:00,3.1E-01
5640_4499_30,37.744617,140.612800,福島県,伊達市,2016-09-01 12:01,1.9E-01
5640_2612_57,37.513230,140.784160,福島県,双葉郡葛尾村,2016-09-01 12:01,3.8E-01
5640_2430_44,37.528748,140.506090,福島県,二本松市,2016-09-01 12:02,3.4E-01
5640_4468_12,37.717987,140.602860,福島県,伊達市,2016-09-01 12:04,3.6E-01
5640_4467_17,37.718285,140.596660,福島県,伊達市,2016-09-01 12:05,5.3E-01
5540_7507_66,37.255240,140.720260,福島県,いわき市,2016-09-01 12:06,1.5E-01
5640_7516_72,37.931070,140.703060,宮城県,伊具郡丸森町,2016-09-01 12:08,1.0E-01
5640_2602_37,37.503270,140.784480,福島県,双葉郡葛尾村,2016-09-01 12:08,2.5E-01
5640_2440_16,37.534670,140.507930,福島県,二本松市,2016-09-01 12:09,5.5E-01
5540_4473_82,37.065340,140.540440,福島県,石川郡古殿町,2016-09-01 12:15,1.3E-01
5540_4483_67,37.072300,140.546520,福島県,石川郡古殿町,2016-09-01 12:16,1.6E-01
5640_2441_52,37.538208,140.515950,福島県,二本松市,2016-09-01 12:19,5.6E-01
5540_4369_18,37.051506,140.498670,福島県,東白川郡鮫川村,2016-09-01 12:27,1.1E-01
5640_2450_14,37.542828,140.505280,福島県,二本松市,2016-09-01 12:31,3.9E-01
5540_4368_85,37.057373,140.482250,福島県,東白川郡鮫川村,2016-09-01 12:35,1.1E-01
5640_2349_06,37.533623,140.495470,福島県,二本松市,2016-09-01 12:40,1.7E-01
5540_4358_66,37.046722,140.482820,福島県,東白川郡鮫川村,2016-09-01 12:46,1.3E-01
5640_2329_33,37.519913,140.491270,福島県,本宮市,2016-09-01 12:48,2.0E-01
5640_2420_81,37.523396,140.502180,福島県,本宮市,2016-09-01 12:55,4.6E-01
5540_4357_54,37.046640,140.467710,福島県,東白川郡鮫川村,2016-09-01 12:56,1.3E-01
5540_7506_79,37.256620,140.711470,福島県,いわき市,2016-09-01 13:00,1.2E-01
5640_2339_80,37.532337,140.487660,福島県,二本松市,2016-09-01 13:04,4.5E-01
5540_4356_53,37.046650,140.454120,福島県,東白川郡鮫川村,2016-09-01 13:06,1.2E-01
5540_3339_00,36.942000,140.488510,福島県,東白川郡塙町,2016-09-01 13:08,1.2E-01
5540_7516_47,37.261982,140.709930,福島県,いわき市,2016-09-01 13:09,9.8E-02
5540_3338_57,36.945860,140.484040,福島県,東白川郡塙町,2016-09-01 13:10,1.2E-01
5540_3430_40,36.945534,140.500700,福島県,東白川郡塙町,2016-09-01 13:11,1.1E-01
5540_3440_53,36.954900,140.504500,福島県,東白川郡塙町,2016-09-01 13:12,9.2E-02
