メッシュコード,latitude,longitude,都道府県,市区町村,測定日時,radiation
5540_4528_88,37.023907,140.735810,福島県,いわき市,2016-09-08 11:54,8.8E-02
5640_1481_93,37.491524,140.516880,福島県,田村郡三春町,2016-09-08 11:56,1.6E-01
5640_4376_69,37.730640,140.462280,福島県,福島市,2016-09-08 12:00,1.6E-01
5640_1491_00,37.491890,140.512770,福島県,田村郡三春町,2016-09-08 12:00,2.8E-01
5540_5669_10,37.134600,140.862700,福島県,いわき市,2016-09-08 12:01,8.0E-02
5540_5229_80,37.107044,140.362500,福島県,白河市,2016-09-08 12:04,9.0E-02
5540_4518_04,37.008663,140.730730,福島県,いわき市,2016-09-08 12:07,1.5E-01
5640_1470_55,37.479607,140.506550,福島県,田村郡三春町,2016-09-08 12:10,1.3E-01
5640_1388_37,37.486150,140.484130,福島県,本宮市,2016-09-08 12:17,9.6E-02
5640_1389_27,37.485798,140.497120,福島県,本宮市,2016-09-08 12:21,3.5E-01
5641_1050_37,37.461304,141.009890,福島県,双葉郡双葉町,2016-09-08 12:22,5.3E+00
5641_1040_74,37.455917,141.005860,福島県,双葉郡双葉町,2016-09-08 12:23,2.1E+00
5640_1719_81,37.432182,140.989380,福島県,双葉郡双葉町,2016-09-08 12:24,1.8E+00
5640_1749_62,37.455364,140.991060,福島県,双葉郡双葉町,2016-09-08 12:24,7.1E-01
5640_1759_13,37.459637,140.992260,福島県,双葉郡双葉町,2016-09-08 12:24,6.0E-01
5640_1718_55,37.429443,140.981460,福島県,双葉郡双葉町,2016-09-08 12:25,2.1E+01
5640_1717_18,37.426060,140.972750,福島県,双葉郡双葉町,2016-09-08 12:25,6.1E+00
5641_1020_20,37.435470,141.000470,福島県,双葉郡双葉町,2016-09-08 12:26,1.3E+00
5640_1729_98,37.441000,140.998630,福島県,双葉郡双葉町,2016-09-08 12:26,1.5E+00
5640_1480_64,37.488770,140.505250,福島県,本宮市,2016-09-08 12:27,2.9E-01
5640_1728_45,37.437386,140.981400,福島県,双葉郡双葉町,2016-09-08 12:27,1.1E+01
5640_1727_57,37.437750,140.972090,福島県,双葉郡双葉町,2016-09-08 12:27,1.3E+01
5640_1739_16,37.442670,140.995390,福島県,双葉郡双葉町,2016-09-08 12:28,2.4E+00
5640_1738_77,37.447517,140.984000,福島県,双葉郡双葉町,2016-09-08 12:28,1.6E+00
5640_1490_72,37.497930,140.503250,福島県,本宮市,2016-09-08 12:32,1.1E-01
5640_1399_79,37.497948,140.498800,福島県,本宮市,2016-09-08 12:38,2.8E-01
5640_2400_74,37.506332,140.505310,福島県,本宮市,2016-09-08 12:45,3.2E-01
5640_4377_84,37.731995,140.467860,福島県,福島市,2016-09-08 12:52,7.7E-02
5640_2410_45,37.511740,140.507280,福島県,本宮市,2016-09-08 12:54,3.0E-01
5640_2319_47,37.511930,140.496430,福島県,本宮市,2016-09-08 13:02,3.9E-01
5640_1202_20,37.419083,140.275990,福島県,郡山市,2016-09-08 13:04,1.3E-01
5640_2309_73,37.506508,140.491610,福島県,本宮市,2016-09-08 13:08,1.0E-01
5640_4387_67,37.739162,140.472150,福島県,福島市,2016-09-08 13:10,3.5E-01
5540_7225_36,37.269390,140.320430,福島県,須賀川市,2016-09-08 13:12,1.6E-01
5640_1201_19,37.418026,140.274140,福島県,郡山市,2016-09-08 13:16,1.2E-01
5540_5659_30,37.127827,140.863170,福島県,いわき市,2016-09-08 13:17,1.2E-01
5540_5229_30,37.102535,140.363250,福島県,白河市,2016-09-08 13:17,1.2E-01
5540_7226_65,37.271710,140.332030,福島県,須賀川市,2016-09-08 13:20,9.4E-02
5640_4378_35,37.727783,140.482350,福島県,福島市,2016-09-08 13:25,1.8E-01
5640_0291_96,37.416454,140.270080,福島県,郡山市,2016-09-08 13:26,1.2E-01
5540_7227_17,37.268166,140.346540,福島県,岩瀬郡鏡石町,2016-09-08 13:30,1.8E-01
5540_5310_91,37.099648,140.377490,福島県,白河市,2016-09-08 13:32,9.0E-02
5640_4378_15,37.726050,140.482450,福島県,福島市,2016-09-08 13:40,9.2E-02
5540_5321_60,37.105755,140.387970,福島県,白河市,2016-09-08 13:42,1.2E-01
5540_5658_29,37.127422,140.861680,福島県,いわき市,2016-09-08 13:47,1.1E-01
5640_0281_77,37.406406,140.272060,福島県,郡山市,2016-09-08 13:48,1.1E-01
5640_4379_32,37.727592,140.490080,福島県,福島市,2016-09-08 13:56,3.5E-01
5540_4519_00,37.008840,140.737990,福島県,いわき市,2016-09-08 13:57,9.5E-02
5540_5331_02,37.108960,140.390900,福島県,白河市,2016-09-08 13:58,1.2E-01
5640_0271_25,37.393470,140.269710,福島県,郡山市,2016-09-08 13:59,9.7E-02
5540_4610_20,37.010390,140.750440,福島県,いわき市,2016-09-08 14:04,7.1E-02
5540_5648_69,37.122140,140.862240,福島県,いわき市,2016-09-08 14:06,1.1E-01
5640_4369_39,37.719814,140.499420,福島県,福島市,2016-09-08 14:08,2.0E-01
5540_5330_36,37.111020,140.382540,福島県,白河市,2016-09-08 14:08,1.1E-01
5540_4508_75,37.005966,140.732220,福島県,いわき市,2016-09-08 14:09,9.9E-02
5640_0261_63,37.389053,140.266460,福島県,郡山市,2016-09-08 14:11,2.4E-01
5540_5649_71,37.122902,140.863920,福島県,いわき市,2016-09-08 14:15,1.3E-01
5640_4460_22,37.718550,140.503300,福島県,福島市,2016-09-08 14:20,1.3E-01
5540_5340_66,37.122356,140.383010,福島県,白河市,2016-09-08 14:20,6.5E-02
5540_5341_25,37.118973,140.393880,福島県,白河市,2016-09-08 14:31,8.5E-02
5640_4461_41,37.720203,140.514830,福島県,福島市,2016-09-08 14:35,2.1E-01
5540_5332_71,37.114357,140.401380,福島県,白河市,2016-09-08 14:39,9.7E-02
5540_5638_18,37.109610,140.860870,福島県,いわき市,2016-09-08 14:42,1.5E-01
5540_5322_51,37.104595,140.402330,福島県,白河市,2016-09-08 14:49,1.1E-01
5640_4470_27,37.727410,140.509890,福島県,福島市,2016-09-08 14:50,4.3E-01
5640_0250_09,37.375614,140.261720,福島県,郡山市,2016-09-08 14:52,1.3E-01
5640_0240_66,37.371990,140.257950,福島県,郡山市,2016-09-08 14:54,3.5E-01
5540_5628_39,37.103333,140.861300,福島県,いわき市,2016-09-08 14:56,9.2E-02
5540_5720_20,37.102364,140.876110,福島県,いわき市,2016-09-08 15:06,1.2E-01
5540_5629_69,37.105510,140.874100,福島県,いわき市,2016-09-08 15:20,1.6E-01
5540_5730_28,37.110367,140.885710,福島県,いわき市,2016-09-08 15:30,1.3E-01
5640_4481_32,37.736046,140.515760,福島県,福島市,2016-09-08 15:31,5.3E-01
5540_5710_33,37.094894,140.879640,福島県,いわき市,2016-09-08 15:47,1.5E-01
5640_4471_76,37.731130,140.520830,福島県,福島市,2016-09-08 15:50,2.9E-01
5540_5320_98,37.107980,140.385360,福島県,白河市,2016-09-08 15:53,8.0E-02
5540_5711_10,37.093110,140.888210,福島県,いわき市,2016-09-08 16:01,8.2E-02
5540_5701_84,37.090656,140.892680,福島県,いわき市,2016-09-08 16:18,1.6E-01
5640_4451_78,37.714283,140.523590,福島県,福島市,2016-09-08 16:21,2.4E-01
5640_4450_32,37.711044,140.502800,福島県,福島市,2016-09-08 16:34,1.6E-01
5640_4440_16,37.701630,140.507520,福島県,福島市,2016-09-08 16:42,2.2E-01
5640_4430_74,37.697680,140.505720,福島県,福島市,2016-09-08 16:49,4.3E-01
5640_1142_22,37.452477,140.153610,福島県,郡山市,2016-09-09 08:59,6.5E-02
5640_1162_43,37.470387,140.154710,福島県,耶麻郡猪苗代町,2016-09-09 09:00,7.8E-02
5640_3482_39,37.652733,140.537170,福島県,福島市,2016-09-09 09:02,3.0E-01
5640_3483_82,37.657430,140.540000,福島県,福島市,2016-09-09 09:03,9.6E-02
5640_3482_95,37.658280,140.531630,福島県,福島市,2016-09-09 09:05,8.9E-02
5640_1132_42,37.445450,140.152630,福島県,郡山市,2016-09-09 09:05,6.1E-02
5540_2527_59,36.854954,140.724040,茨城県,北茨城市,2016-09-09 09:05,9.6E-02
5740_0526_57,38.021214,140.709630,宮城県,角田市,2016-09-09 09:06,9.7E-02
5640_3491_30,37.661270,140.513150,福島県,福島市,2016-09-09 09:06,3.6E-01
5540_2528_72,36.856354,140.728160,茨城県,北茨城市,2016-09-09 09:06,9.4E-02
5540_6383_73,37.239304,140.416380,福島県,石川郡玉川村,2016-09-09 09:09,1.2E-01
5740_0516_66,38.013496,140.708110,宮城県,角田市,2016-09-09 09:10,8.4E-02
5640_1131_09,37.442184,140.149750,福島県,郡山市,2016-09-09 09:15,8.0E-02
5640_3472_23,37.643640,140.529660,福島県,福島市,2016-09-09 09:16,1.8E-01
5540_4242_22,37.035410,140.278320,福島県,白河市,2016-09-09 09:16,2.3E-01
5540_4232_70,37.030990,140.275920,福島県,白河市,2016-09-09 09:16,1.9E-01
5540_6382_44,37.237210,140.406080,福島県,石川郡玉川村,2016-09-09 09:17,1.2E-01
5540_2538_26,36.860350,140.733340,茨城県,北茨城市,2016-09-09 09:17,9.6E-02
5540_6640_81,37.207016,140.751500,福島県,いわき市,2016-09-09 09:19,9.0E-02
5540_5676_78,37.147724,140.835070,福島県,いわき市,2016-09-09 09:19,1.1E-01
5640_1122_60,37.438812,140.151200,福島県,郡山市,2016-09-09 09:20,7.4E-02
5740_0507_38,38.003090,140.722980,宮城県,角田市,2016-09-09 09:25,7.0E-02
5640_1121_49,37.436996,140.149050,福島県,郡山市,2016-09-09 09:26,8.4E-02
5540_6549_79,37.206364,140.749480,福島県,いわき市,2016-09-09 09:27,8.0E-02
5540_6616_51,37.179424,140.826720,福島県,いわき市,2016-09-09 09:28,1.2E-01
5540_6606_73,37.172910,140.829010,福島県,いわき市,2016-09-09 09:28,1.1E-01
5640_0703_33,37.336433,140.916730,福島県,双葉郡楢葉町,2016-09-09 09:30,1.1E+00
5540_6372_27,37.226715,140.408770,福島県,石川郡玉川村,2016-09-09 09:30,1.4E-01
5640_0735_15,37.359870,140.944690,福島県,双葉郡富岡町,2016-09-09 09:31,8.1E-01
5640_0722_39,37.352580,140.912340,福島県,双葉郡富岡町,2016-09-09 09:31,1.2E+00
5640_3471_66,37.646774,140.520400,福島県,福島市,2016-09-09 09:32,2.4E-01
5640_1437_06,37.441730,140.595780,福島県,田村市,2016-09-09 09:32,1.2E-01
5640_1111_46,37.428550,140.145360,福島県,郡山市,2016-09-09 09:33,6.3E-02
5640_0746_66,37.371830,140.958200,福島県,双葉郡富岡町,2016-09-09 09:33,3.0E-01
5640_0736_91,37.366573,140.952090,福島県,双葉郡富岡町,2016-09-09 09:33,7.8E-01
5640_0766_06,37.383476,140.958620,福島県,双葉郡大熊町,2016-09-09 09:34,2.2E-01
5640_0765_04,37.384033,140.943130,福島県,双葉郡大熊町,2016-09-09 09:34,2.2E-01
5640_0756_05,37.375534,140.956800,福島県,双葉郡富岡町,2016-09-09 09:34,2.7E-01
5540_3579_32,36.977900,140.740040,福島県,いわき市,2016-09-09 09:35,1.1E-01
5540_4253_83,37.048454,140.291750,福島県,白河市,2016-09-09 09:38,1.4E-01
5540_4252_17,37.042950,140.284410,福島県,白河市,2016-09-09 09:38,2.0E-01
5740_0517_06,38.008984,140.720930,宮城県,角田市,2016-09-09 09:39,1.8E-01
5640_1438_52,37.446470,140.603270,福島県,田村市,2016-09-09 09:39,1.4E-01
5540_6373_67,37.230133,140.421660,福島県,石川郡玉川村,2016-09-09 09:39,1.1E-01
5640_1100_98,37.424274,140.136170,福島県,郡山市,2016-09-09 09:41,6.3E-02
5540_3569_07,36.966900,140.747010,福島県,いわき市,2016-09-09 09:41,1.6E-01
5540_2537_96,36.866306,140.720670,茨城県,北茨城市,2016-09-09 09:42,1.5E-01
5540_2547_15,36.867750,140.719770,茨城県,北茨城市,2016-09-09 09:43,1.4E-01
5640_2759_74,37.547905,140.993180,福島県,南相馬市,2016-09-09 09:44,1.8E-01
5640_3481_27,37.651860,140.521740,福島県,福島市,2016-09-09 09:45,3.1E-01
5640_1439_80,37.449024,140.613250,福島県,田村市,2016-09-09 09:47,1.5E-01
5540_6363_66,37.222095,140.420720,福島県,石川郡玉川村,2016-09-09 09:47,1.3E-01
5740_0527_38,38.019775,140.722760,宮城県,角田市,2016-09-09 09:48,9.0E-02
5640_1101_65,37.422140,140.144840,福島県,郡山市,2016-09-09 09:50,7.4E-02
5540_3650_23,36.960823,140.753850,福島県,いわき市,2016-09-09 09:51,1.1E-01
5540_3559_98,36.965930,140.747970,福島県,いわき市,2016-09-09 09:52,1.0E-01
5740_0528_97,38.024704,140.734920,宮城県,角田市,2016-09-09 09:55,9.2E-02
5640_0191_81,37.415390,140.139360,福島県,郡山市,2016-09-09 09:56,8.4E-02
5540_6362_19,37.218327,140.411450,福島県,石川郡玉川村,2016-09-09 09:56,1.1E-01
5540_3660_38,36.969230,140.760880,福島県,いわき市,2016-09-09 09:56,7.8E-02
5640_2758_27,37.543450,140.984240,福島県,南相馬市,2016-09-09 09:57,2.2E-01
5740_0538_07,38.025510,140.734680,宮城県,角田市,2016-09-09 10:00,9.5E-02
5640_3473_55,37.645960,140.544590,福島県,福島市,2016-09-09 10:00,2.0E-01
5540_3671_80,36.981693,140.763380,福島県,いわき市,2016-09-09 10:00,1.1E-01
5640_1449_72,37.455936,140.616030,福島県,田村市,2016-09-09 10:02,1.5E-01
5640_2748_98,37.541160,140.985580,福島県,南相馬市,2016-09-09 10:03,2.3E-01
5540_4274_26,37.060078,140.308530,福島県,白河市,2016-09-09 10:03,5.8E-02
5540_4264_54,37.054745,140.305650,福島県,白河市,2016-09-09 10:03,1.3E-01
5540_6352_27,37.210810,140.408750,福島県,石川郡玉川村,2016-09-09 10:04,1.1E-01
5540_3681_20,36.985290,140.762570,福島県,いわき市,2016-09-09 10:04,1.0E-01
5640_0190_30,37.411003,140.125430,福島県,郡山市,2016-09-09 10:05,6.7E-02
5740_0539_52,38.029408,140.740400,宮城県,角田市,2016-09-09 10:06,1.0E-01
5640_1448_63,37.455772,140.603820,福島県,田村市,2016-09-09 10:09,1.7E-01
5540_6353_30,37.211140,140.413330,福島県,石川郡玉川村,2016-09-09 10:09,1.1E-01
5540_3680_66,36.988518,140.757600,福島県,いわき市,2016-09-09 10:09,1.0E-01
5640_0777_43,37.395687,140.967420,福島県,双葉郡大熊町,2016-09-09 10:10,2.6E+00
5740_0529_87,38.023530,140.746550,宮城県,角田市,2016-09-09 10:11,1.3E-01
5640_3484_50,37.654934,140.550460,福島県,福島市,2016-09-09 10:11,4.2E-01
5640_0180_32,37.402622,140.128700,福島県,郡山市,2016-09-09 10:12,6.1E-02
5640_2749_76,37.539700,140.995700,福島県,南相馬市,2016-09-09 10:15,1.4E-01
5540_6343_64,37.205210,140.417940,福島県,石川郡玉川村,2016-09-09 10:15,1.1E-01
5540_3589_25,36.985226,140.744370,福島県,いわき市,2016-09-09 10:18,9.0E-02
5640_1458_53,37.463110,140.604080,福島県,田村市,2016-09-09 10:19,1.7E-01
5640_0170_54,37.395910,140.130510,福島県,郡山市,2016-09-09 10:19,7.4E-02
5740_0630_93,38.032955,140.754530,宮城県,角田市,2016-09-09 10:20,1.1E-01
5640_6671_76,37.897842,140.770700,宮城県,伊具郡丸森町,2016-09-09 10:22,1.3E-01
5640_6660_62,37.888504,140.752780,宮城県,伊具郡丸森町,2016-09-09 10:23,1.5E-01
5640_6569_26,37.885754,140.745930,宮城県,伊具郡丸森町,2016-09-09 10:23,1.6E-01
5540_2546_59,36.871370,140.711850,茨城県,北茨城市,2016-09-09 10:23,1.5E-01
5640_2738_38,37.527880,140.985340,福島県,南相馬市,2016-09-09 10:24,1.4E-01
5540_3670_43,36.979027,140.754330,福島県,いわき市,2016-09-09 10:25,1.1E-01
5540_6381_09,37.233677,140.399340,福島県,石川郡玉川村,2016-09-09 10:26,9.4E-02
5540_2555_82,36.881720,140.690660,茨城県,北茨城市,2016-09-09 10:26,1.2E-01
5740_0630_26,38.027405,140.757770,宮城県,角田市,2016-09-09 10:27,1.1E-01
5640_4403_41,37.670437,140.539260,福島県,福島市,2016-09-09 10:27,1.1E-01
5640_2739_02,37.525684,140.990830,福島県,南相馬市,2016-09-09 10:31,2.0E-01
5640_6672_22,37.893887,140.778300,宮城県,伊具郡丸森町,2016-09-09 10:32,1.1E-01
5540_6371_85,37.232410,140.394440,福島県,石川郡玉川村,2016-09-09 10:32,8.6E-02
5540_6663_31,37.219894,140.789280,福島県,いわき市,2016-09-09 10:32,1.3E-01
5740_0620_44,38.020515,140.755130,宮城県,角田市,2016-09-09 10:33,1.4E-01
5640_1468_10,37.468216,140.600520,福島県,田村市,2016-09-09 10:33,2.1E-01
5540_6662_56,37.221657,140.782580,福島県,いわき市,2016-09-09 10:33,1.8E-01
5540_6641_20,37.202095,140.763610,福島県,いわき市,2016-09-09 10:34,1.0E-01
5540_6625_14,37.184690,140.817890,福島県,いわき市,2016-09-09 10:34,1.1E-01
5640_1457_43,37.462162,140.592040,福島県,田村市,2016-09-09 10:39,1.7E-01
5540_6380_48,37.236740,140.385130,福島県,岩瀬郡鏡石町,2016-09-09 10:39,1.3E-01
5540_4255_82,37.048920,140.315410,福島県,白河市,2016-09-09 10:39,1.2E-01
5540_4254_95,37.049755,140.306780,福島県,白河市,2016-09-09 10:39,8.2E-02
5540_4244_36,37.036026,140.308520,福島県,白河市,2016-09-09 10:39,1.6E-01
5740_0519_48,38.011990,140.748610,宮城県,角田市,2016-09-09 10:40,1.6E-01
5640_3493_77,37.664486,140.546940,福島県,福島市,2016-09-09 10:40,3.8E-01
5640_2728_54,37.521214,140.980870,福島県,南相馬市,2016-09-09 10:40,3.4E-01
5540_3640_59,36.954826,140.761500,福島県,いわき市,2016-09-09 10:43,8.0E-02
5540_6370_95,37.232870,140.381870,福島県,岩瀬郡鏡石町,2016-09-09 10:44,1.1E-01
5640_1447_91,37.458252,140.589890,福島県,田村市,2016-09-09 10:45,1.7E-01
5740_0518_19,38.009450,140.737180,宮城県,角田市,2016-09-09 10:46,1.0E-01
5540_3641_42,36.953640,140.765880,福島県,いわき市,2016-09-09 10:47,5.9E-02
5640_2719_48,37.512108,140.997940,福島県,南相馬市,2016-09-09 10:48,1.9E-01
5540_6279_68,37.230080,140.372680,福島県,岩瀬郡鏡石町,2016-09-09 10:49,8.6E-02
5640_3494_82,37.665290,140.552550,福島県,福島市,2016-09-09 10:51,2.0E-01
5740_0509_74,38.006348,140.743290,宮城県,角田市,2016-09-09 10:52,1.2E-01
5640_1446_26,37.452010,140.582950,福島県,田村市,2016-09-09 10:55,1.4E-01
5540_3549_56,36.954483,140.745540,福島県,いわき市,2016-09-09 10:55,1.2E-01
5640_0120_35,37.352620,140.131930,福島県,郡山市,2016-09-09 10:57,6.9E-02
5640_6662_32,37.886090,140.777570,宮城県,伊具郡丸森町,2016-09-09 10:58,1.1E-01
5740_0600_45,38.003613,140.756650,宮城県,角田市,2016-09-09 10:59,2.0E-01
5640_6661_76,37.889760,140.770900,宮城県,伊具郡丸森町,2016-09-09 10:59,9.7E-02
5540_6278_06,37.225480,140.358050,福島県,岩瀬郡鏡石町,2016-09-09 10:59,8.1E-02
5540_2564_17,36.884327,140.684500,茨城県,北茨城市,2016-09-09 10:59,1.1E-01
5540_2552_83,36.881690,140.654940,茨城県,北茨城市,2016-09-09 11:00,7.2E-02
5540_6615_39,37.178333,140.824690,福島県,いわき市,2016-09-09 11:01,1.2E-01
5540_2562_30,36.886590,140.651150,茨城県,北茨城市,2016-09-09 11:01,8.2E-02
5640_1456_20,37.460360,140.575640,福島県,田村市,2016-09-09 11:02,1.1E-01
5540_6624_80,37.190643,140.800450,福島県,いわき市,2016-09-09 11:02,1.2E-01
5540_6623_89,37.190353,140.798770,福島県,いわき市,2016-09-09 11:02,1.2E-01
5640_4404_10,37.667686,140.550600,福島県,福島市,2016-09-09 11:03,1.3E-01
5540_4267_66,37.055317,140.345600,福島県,白河市,2016-09-09 11:03,1.1E-01
5540_4266_67,37.055410,140.334350,福島県,白河市,2016-09-09 11:03,1.2E-01
5540_4265_55,37.054787,140.319760,福島県,白河市,2016-09-09 11:03,1.4E-01
5540_4278_31,37.061090,140.351880,福島県,東白川郡棚倉町,2016-09-09 11:04,1.0E-01
5740_0611_25,38.010574,140.769440,宮城県,角田市,2016-09-09 11:05,9.5E-02
5641_2010_94,37.515910,141.005250,福島県,南相馬市,2016-09-09 11:05,1.3E-01
5540_6277_46,37.228935,140.345120,福島県,岩瀬郡鏡石町,2016-09-09 11:05,8.1E-02
5640_6652_55,37.879900,140.782010,宮城県,伊具郡丸森町,2016-09-09 11:06,1.4E-01
5640_1455_98,37.466250,140.572720,福島県,田村市,2016-09-09 11:06,1.2E-01
5540_3630_56,36.946240,140.757640,福島県,いわき市,2016-09-09 11:06,1.1E-01
5640_0150_61,37.380486,140.127440,福島県,郡山市,2016-09-09 11:10,6.7E-02
5540_3620_48,36.937347,140.760440,福島県,いわき市,2016-09-09 11:11,7.6E-02
5540_6287_77,37.239803,140.346710,福島県,岩瀬郡鏡石町,2016-09-09 11:12,1.1E-01
5540_4277_88,37.065063,140.348200,福島県,白河市,2016-09-09 11:12,1.3E-01
5740_0621_48,38.020020,140.773570,宮城県,角田市,2016-09-09 11:14,1.1E-01
5641_2020_29,37.518517,141.011320,福島県,南相馬市,2016-09-09 11:14,1.4E-01
5640_0794_75,37.414577,140.931750,福島県,双葉郡大熊町,2016-09-09 11:17,1.5E+00
5640_4402_53,37.671400,140.529270,福島県,福島市,2016-09-09 11:18,1.5E-01
5540_3610_40,36.928944,140.750990,福島県,いわき市,2016-09-09 11:18,1.1E-01
5640_6632_72,37.864235,140.778600,宮城県,伊具郡丸森町,2016-09-09 11:19,1.9E-01
5640_0160_47,37.387115,140.134700,福島県,郡山市,2016-09-09 11:21,6.3E-02
5540_3519_95,36.933090,140.744920,福島県,いわき市,2016-09-09 11:22,1.2E-01
5740_0622_37,38.019950,140.783770,宮城県,角田市,2016-09-09 11:24,1.1E-01
5640_2729_37,37.519520,140.997130,福島県,南相馬市,2016-09-09 11:24,1.9E-01
5540_4287_01,37.066803,140.339220,福島県,白河市,2016-09-09 11:26,1.2E-01
5540_6297_59,37.246006,140.348830,福島県,岩瀬郡鏡石町,2016-09-09 11:27,1.4E-01
5540_3529_27,36.935436,140.747040,福島県,いわき市,2016-09-09 11:28,1.2E-01
5640_4412_17,37.675960,140.533870,福島県,福島市,2016-09-09 11:29,9.6E-02
5540_5696_30,37.161488,140.825030,福島県,いわき市,2016-09-09 11:29,1.2E-01
5540_2540_96,36.874413,140.633390,茨城県,北茨城市,2016-09-09 11:29,8.4E-02
5540_2530_34,36.861370,140.630620,茨城県,北茨城市,2016-09-09 11:29,8.0E-02
5641_2030_62,37.530304,141.002500,福島県,南相馬市,2016-09-09 11:30,1.9E-01
5540_2531_75,36.864708,140.644560,茨城県,北茨城市,2016-09-09 11:30,8.4E-02
5740_0612_55,38.012905,140.782150,宮城県,角田市,2016-09-09 11:31,1.3E-01
5640_1466_78,37.473210,140.585890,福島県,田村市,2016-09-09 11:32,1.3E-01
5640_0131_83,37.365750,140.141740,福島県,郡山市,2016-09-09 11:32,7.4E-02
5540_3539_59,36.946210,140.748920,福島県,いわき市,2016-09-09 11:34,1.0E-01
5540_6298_74,37.248040,140.355620,福島県,岩瀬郡鏡石町,2016-09-09 11:36,1.3E-01
5540_4276_45,37.061745,140.331910,福島県,白河市,2016-09-09 11:36,1.1E-01
5740_0602_54,38.004513,140.780500,宮城県,角田市,2016-09-09 11:38,1.0E-01
5640_1467_80,37.473350,140.588460,福島県,田村市,2016-09-09 11:41,7.4E-02
5640_0151_80,37.381950,140.138400,福島県,郡山市,2016-09-09 11:41,7.4E-02
5641_2040_15,37.534782,141.006930,福島県,南相馬市,2016-09-09 11:42,1.4E-01
5540_6288_79,37.239850,140.361390,福島県,岩瀬郡鏡石町,2016-09-09 11:44,1.3E-01
5540_3631_56,36.946564,140.770130,福島県,いわき市,2016-09-09 11:44,8.8E-02
5640_4401_74,37.673206,140.518250,福島県,福島市,2016-09-09 11:46,2.6E-01
5640_0161_42,37.387318,140.140210,福島県,郡山市,2016-09-09 11:46,6.7E-02
5640_0669_46,37.387383,140.870220,福島県,双葉郡大熊町,2016-09-09 11:46,2.0E-01
5540_2542_36,36.869534,140.657870,茨城県,北茨城市,2016-09-09 11:46,9.2E-02
5640_1477_64,37.480312,140.592580,福島県,田村市,2016-09-09 11:49,1.5E-01
5640_1726_23,37.435660,140.953920,福島県,双葉郡双葉町,2016-09-09 11:49,5.5E+00
5540_6289_76,37.239307,140.370250,福島県,岩瀬郡鏡石町,2016-09-09 11:49,1.2E-01
5640_1716_70,37.431118,140.950230,福島県,双葉郡双葉町,2016-09-09 11:50,2.4E+00
5740_0613_57,38.012928,140.796680,宮城県,角田市,2016-09-09 11:51,7.3E-02
5640_1716_00,37.425340,140.951130,福島県,双葉郡双葉町,2016-09-09 11:51,7.0E+00
5641_2050_48,37.545624,141.010150,福島県,南相馬市,2016-09-09 11:52,1.2E-01
5640_0795_75,37.414635,140.944660,福島県,双葉郡大熊町,2016-09-09 11:52,1.9E+00
5540_3621_44,36.936977,140.768250,福島県,いわき市,2016-09-09 11:52,1.0E-01
5640_0171_35,37.394558,140.143780,福島県,郡山市,2016-09-09 11:53,6.7E-02
5640_0793_70,37.414562,140.912580,福島県,双葉郡大熊町,2016-09-09 11:53,8.2E-01
5640_1725_55,37.437767,140.944810,福島県,双葉郡双葉町,2016-09-09 11:53,3.4E+00
5640_1724_87,37.440113,140.934720,福島県,双葉郡双葉町,2016-09-09 11:54,2.3E+00
5640_0689_49,37.403645,140.874480,福島県,双葉郡大熊町,2016-09-09 11:54,4.3E-01
5740_0613_97,38.016075,140.796260,宮城県,角田市,2016-09-09 11:55,1.1E-01
5640_1487_13,37.484750,140.592150,福島県,田村市,2016-09-09 11:55,1.1E-01
5640_0776_58,37.396310,140.960700,福島県,双葉郡大熊町,2016-09-09 11:55,1.1E+00
5640_0679_88,37.398827,140.873370,福島県,双葉郡大熊町,2016-09-09 11:56,3.6E-01
5640_0172_93,37.399700,140.154040,福島県,郡山市,2016-09-09 12:00,9.0E-02
5640_1498_78,37.498234,140.610290,福島県,田村市,2016-09-09 12:03,2.1E-01
5540_3622_34,36.936413,140.780620,福島県,いわき市,2016-09-09 12:03,1.1E-01
5640_4413_52,37.679916,140.540950,福島県,福島市,2016-09-09 12:05,3.1E-01
5740_0624_32,38.019444,140.802580,宮城県,角田市,2016-09-09 12:09,1.1E-01
5540_3611_38,36.928284,140.773560,福島県,いわき市,2016-09-09 12:13,8.6E-02
5540_3612_22,36.926850,140.777570,福島県,いわき市,2016-09-09 12:19,6.1E-02
5640_0177_09,37.391895,140.224730,福島県,郡山市,2016-09-09 12:23,1.7E-01
5640_0173_50,37.396217,140.163420,福島県,郡山市,2016-09-09 12:24,8.8E-02
5640_0167_39,37.386223,140.224780,福島県,郡山市,2016-09-09 12:32,1.2E-01
5640_0168_66,37.388910,140.233400,福島県,郡山市,2016-09-09 12:38,1.7E-01
5641_2060_28,37.552090,141.011020,福島県,南相馬市,2016-09-09 12:44,1.6E-01
5640_0169_73,37.389706,140.241930,福島県,郡山市,2016-09-09 12:45,1.6E-01
5640_0178_08,37.391680,140.235490,福島県,郡山市,2016-09-09 12:52,1.1E-01
5640_2417_32,37.511276,140.590090,福島県,田村市,2016-09-09 12:53,2.7E-01
5640_1476_01,37.475803,140.576250,福島県,田村市,2016-09-09 12:54,1.5E-01
5640_2418_13,37.509964,140.603760,福島県,田村市,2016-09-09 12:54,2.0E-01
5640_2429_33,37.519540,140.616530,福島県,田村市,2016-09-09 12:55,2.4E-01
